reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
825291af-d008-4918-b10a-b9e80db69cb9,Carolina Hornay,https://play-lh.googleusercontent.com/a/ACg8ocK422Q-B7rmtZrCnBICKVi2xhdWzLxEmwx4N16XRLSBXrBpVA=mo,Aplikasinya bagus banget tapi kenapa aku tambahkan lagu Tik tok ke Favorit tidak muncul di sana pliss pulih kan,4,120,33.4.3,2024-02-25 13:12:35,,,33.4.3
8bb581bb-02c0-45b8-8e91-29a377ec3dc3,De Risma,https://play-lh.googleusercontent.com/a/ACg8ocIYbT7qbIbW2igOklGAOtRMVpWKAMGTuoNprmC7Wnqxx3n7EA=mo,Mengapa setelah saya memperbaharui wilayah saya tidak bisa mengunggah foto ataupun video? Tolong ditanggapi,3,273,33.9.4,2024-03-22 17:29:52,,,33.9.4
f28503ce-be42-43c1-a807-cff97e6397c5,bungi kiaw,https://play-lh.googleusercontent.com/a-/ALV-UjWovDiXgMRG6HI7AZnql0qTned49TWXghXd8c_D8aT-n-xFpwjx,"Saya sangat puas sama tiktok is the best terikasih ya tiktok, kamu sangat memberikan inspirasi. 😘👍✌",5,356,33.6.3,2024-02-27 07:28:17,,,33.6.3
58b61078-68b2-465c-b913-175d26e640de,Sinta Iqbal09,https://play-lh.googleusercontent.com/a/ACg8ocLpTRbm0TB5eedic1uA73NzwmUrcDfXSF2PlUDk22dmZURaRg=mo,Sekarang pas download tiktok gak langsung dapet updet barunya.harus nga updet sendiri terus lama lagi dapet updet pembaruan nya,3,55,33.9.4,2024-03-21 15:25:40,,,33.9.4
19a05e4b-2ebf-4210-821f-bf35350a9eb2,indah saja,https://play-lh.googleusercontent.com/a/ACg8ocKwfDJ1fx_bIzFlYC4z96Sss-m5d1DRPsN9BroAADaL-w5SUA=mo,hadeh jaringan tidak stabil terus udh 5 hari padahal jaringan bagus wifi juga bagus😡😡🤬,3,103,34.0.3,2024-03-25 22:37:23,,,34.0.3
579fbcf2-9df4-423b-b6cb-fe0b21035879,Mawar Merahmuda,https://play-lh.googleusercontent.com/a/ACg8ocJS16FHcIs3-FFtSuvb38EFVVHsoBZF8KCOajFIwpaSFEmsZA=mo,ini dulu kecewa kenapa saya tidal bisa isi ulang coin klo nanti sudah bisa saya tambah bintangnya,2,58,33.4.3,2024-02-21 12:52:13,,,33.4.3
3dfbcb9e-eb5a-4d2d-9a9c-0197e1249e78,Anne Marlina,https://play-lh.googleusercontent.com/a-/ALV-UjWax6VLk7NRRUXVr2TDfpmno2rBF6wo5ZzYbejBo1dG2G-e5j0,Satu dulu soalnya setiap buka tiktok slalu tidak menanggapi padahal baru di update,1,223,33.9.4,2024-03-19 01:33:16,,,33.9.4
0a9e9987-0f0e-4d9f-b691-3d036519e638,juulpengenfizr,https://play-lh.googleusercontent.com/a-/ALV-UjXRi75qFmruBer9IlY6j3BZcX-uTXxG0bDk9Gj2sItaHWrevqqH,Aplikasi tiktoknya kenapa gak bisa dibuka anjj!! Apk tololl,3,10,34.5.5,2024-05-03 14:38:23,,,34.5.5
1d086b08-64e4-44b4-9b56-fe78d7865874,Lian Lestari,https://play-lh.googleusercontent.com/a-/ALV-UjVprq5VIJ91axrPt0htC3LdGwHmdG1weBQUIRRZgVlqfzdCzyI,"Ga tau kenapa akhir"" ini buka live nge lag buka vidio lag padahal quota banyak buka aplikasi yg lain lancar"" aja pas buka tiktok ya alloh nge lag sumpah capee.....!!!!!!!",1,1599,32.2.4,2023-11-27 01:59:42,,,32.2.4
1e821c15-1f69-4b6b-914b-0d448bb28087,Ratna Sari,https://play-lh.googleusercontent.com/a-/ALV-UjUS7neHWnY6uFBUDC-3MP86FLfTPgfjmF9FdhyVy6fzPoOztq0_SQ,Lumayan oke buat hiburan.tapi sekarang gk ada notivikasi apapun tiktok gk bisa di buka,3,6,34.5.5,2024-05-04 17:40:57,,,34.5.5
d967cd9f-af7d-4f80-9dc4-9ea413eb811e,Chaca 883,https://play-lh.googleusercontent.com/a-/ALV-UjXsR42Nd0ZAoA6mb3HToGKQTUXcrulHjJHXXomVPpqhJ-zyCtY,"Kenapa efek gk bisa di ganti kalo mau join,sllu ada di layar biru gk bisa di ganti posisi lain..?",1,137,34.1.4,2024-04-01 10:47:39,,,34.1.4
4193da1c-3deb-4ca7-8930-7a1a98e0d21e,Lovely Rani,https://play-lh.googleusercontent.com/a/ACg8ocI3mbLFZy84tAIFHYHAlcg-ekbeXNA8xGiRyHwOqjzIggnC6w=mo,"bagus saya suka...karna dengan tiktok saya merasa terhibur khususnya untuk kami para TKI yg bekerja di luar negri selain bisa punya bnyak teman kami bisa menghibur diri dengan membuat vidio"" ,semoga tiktok kedepan makin maju dan bekembang",5,967,32.6.5,2023-12-23 20:35:41,,,32.6.5
e289737d-eb11-4025-b6a8-3580601a5b4a,Magdalena Viani,https://play-lh.googleusercontent.com/a-/ALV-UjXExHw2SthscbBZtgYJ4AN7qOcfnXupFDd899wj_915-Z2KP34,"App na bagus...tingkatkan cara kerja na dengan lebih baik lagi, klau bisa ditambah fitur gambar na",5,1197,32.5.3,2023-12-18 16:45:20,,,32.5.3
4920dcb5-4872-4e53-adac-92659ec0628b,Erni Mahesa,https://play-lh.googleusercontent.com/a/ACg8ocIcs1NlEC8QnGyTHwKgXBQGN9-KfkJmoJoWENg5WAL10moAeQ=mo,kok di aku gabisa update ya tiktok nya,1,1,34.5.5,2024-05-09 17:59:16,,,34.5.5
8da4420d-1bb0-4226-b4ae-66b7537a2ec1,Koko Quawara,https://play-lh.googleusercontent.com/a/ACg8ocKlxikp34lKB3GndChN6ooSdKB1owe6nCcTf3YKrVZJ41Oasg=mo,"aplikasi buruk, tidak bisa berexpresi dengan bebas goblokk",1,2,34.4.4,2024-04-28 13:01:39,,,34.4.4
2a312009-daab-4c28-ad34-774a10af1bc7,Paya Costa,https://play-lh.googleusercontent.com/a/ACg8ocK5bGi9-0HfX5bG0rVE3pYtPMacjeQTkrSu9lb_-yyNT6tsxg=mo,Kenapa saat masuk tiktok tidak bisa mengunakan template capcut,2,29,33.4.3,2024-02-23 17:47:47,,,33.4.3
4ee984a9-c4bc-4a8d-9166-b1a016287091,Sunardi Nardi,https://play-lh.googleusercontent.com/a/ACg8ocINU_n5nozHuCVav7ZXDWGKExn2Am3CN9eCLuomvXf3bKwEhg=mo,Kenapa ya tik tok aku ngak bisa muncul kurun mohon pencerahannya trimah kasih.,5,3,34.5.4,2024-04-28 11:13:50,,,34.5.4
ab58d341-bb41-4c99-bd96-ce6f3aacdf25,Muhamad Fahad,https://play-lh.googleusercontent.com/a-/ALV-UjXrdJ47W_5AvfI6649I-2xY4f-lT5BjvbqSbCl9LeAqvUsd8eDW,Video live ngelag parah. Video live gak terputar alias berhenti. Pasti gak ada suaranya orang Video nya aja lag. Parah banget sangat mengecewakan,1,151,32.5.3,2023-12-15 03:53:04,,,32.5.3
c33b899b-e9c3-4bbc-9965-b27691364061,Ulfah Izdihar,https://play-lh.googleusercontent.com/a/ACg8ocKeyPH1BbOdaIH-1D9gJWBiMK3YF4Vp_tsNohyPvWpOweub7Q=mo,"Tik tok aplikasi yang bagus dan banyak disukai oleh masyarakat, kalau ada masalah Tik tok akan menanggapi dengan baik dan cepat..",5,387,32.3.5,2024-01-09 01:17:28,,,32.3.5
dd652bb3-ea61-488e-9c75-50c21c79f733,Sarra Missa,https://play-lh.googleusercontent.com/a/ACg8ocK9jYlP01N6PghjBnrumP-14chTk1FeyqanDu0lMRro5jbMxA=mo,Kenapa ya tiktok ini tidak bisa buat komentar!!! tolong perbaiki dulu,4,27,33.7.4,2024-03-10 10:07:19,,,33.7.4
b27c4ccd-0dd8-403a-9275-c6d47be78441,Rhany Bohay,https://play-lh.googleusercontent.com/a-/ALV-UjWL0r_gfb_w_xmPiUi5cgxZa-dI8lb1intcFGiOO16eEvj1uHE,Selama ini tiktok bagus.cuma sayang.saya lagi berada di negri orang.yang gk semua hp bisa muncul tiktokshop nya.jd belum bisa menjalankan bisnis di tiktokshop,5,237,32.7.5,2023-12-25 23:03:13,,,32.7.5
7b0c2c39-758d-4617-94f5-248006f99e89,Susan Susanti,https://play-lh.googleusercontent.com/a/ACg8ocKOZGgw5skg2md18qHupq16a12GObvvXbbkvKOxSB6uXoCYpQ=mo,"Mohon maaf untuk apl tiktok yg saya pakai kok gak ada tanda jejak kaki yah,,jd saya gak tau siapa2 saja yg suka liat profile saya",1,16,33.9.4,2024-03-27 18:53:26,,,33.9.4
d1fcec35-734d-44b3-83f4-a146b38a3de5,Sindi Atika Sari,https://play-lh.googleusercontent.com/a-/ALV-UjV9CVl2oTvTlCcHU4uESjE52_7iCBovr-zWEB_FQ1eKCRcS3E0,"Setelah update aplikasi ini hp sering restart, tolong diperbaiki ya seperti dulu hp saya sering restart saat ingin membuka aplikasi ini, terima kasih",4,102,32.5.3,2024-01-01 03:52:37,,,32.5.3
885095ff-4e85-4ac0-a956-d45a645f359a,Momang Call,https://play-lh.googleusercontent.com/a-/ALV-UjXM0y4kAHVCwTyQS8PqTx9kRJkVBH4CZLLfFdCr7RPgqJLzymBF,"Terima kasih TikTok, teruslah berkembang, dg TikTok sy bisa terhubung kemana sj. Dan berkenalan dengan byk org baik.",5,13,34.0.3,2024-04-03 01:21:03,,,34.0.3
69d26d4a-11f0-48ec-9b04-910b3e288978,Salicil Berak,https://play-lh.googleusercontent.com/a/ACg8ocI9-gfETHRynTnS0LJovYH99u3BHxkuN9S508xqu5wTZoK2DA=mo,Untuk kalian yang mengeluh soal lag ataupun fitur-fitur nya lag. Perlu kalian ketahui bahwa aplikasi ini ada di negara Indonesia dan ada versi asia. Kenapa mengunakan aplikasi negara lain. Dan juga perlu kalian ketahui bahwa cairo dan Indonesia itu jauh wajahlah bila jaringan nya tidak optimal,5,29,,2023-12-22 20:05:26,,,
4ebb71a1-0f06-4fe4-afe3-f9154fef693b,G Gh,https://play-lh.googleusercontent.com/a-/ALV-UjUu3SmJITycv0n92YgSXeISLCLEN6HXvpDEYLj5m1oqUWfkL5eN,Selalu ngk bisa dibuka pengikut bertambah tapi pada hilang ngk naik pengikut nya,1,12,34.2.3,2024-04-13 01:08:59,,,34.2.3
79caffd4-ee2a-44c6-8141-453559becd53,Efhy Efhy,https://play-lh.googleusercontent.com/a/ACg8ocJznhX9Yo27dq5H1Uby25Kx8FnmTiNoy01WiVBuN1Dx4VEh9g=mo,Kenapa ya sai masuk ke tiktok semua filter ga ada,1,13,33.6.3,2024-02-29 22:14:01,,,33.6.3
553ed2e6-5fc1-4313-b59e-cf27604a5f73,Sarinah Muhammad,https://play-lh.googleusercontent.com/a/ACg8ocKL_vfJCe3aRdWbUjtMNOfv6g1tL-f2-rg8CXmmmn53ho7zew=mo,Saya kesal setiap kali buka tik tok belum apa apa udah tutup aplikasi Tik tok tidak menanggapi dan gak bisa buka video,1,73,32.6.5,2023-12-25 10:57:24,,,32.6.5
31c543de-6c9f-43a6-8927-17c6517a7a4b,Dafa Dafa,https://play-lh.googleusercontent.com/a/ACg8ocIyy57EMtrH7OGdMOiCdB0iCjAmFERRBIrBqywtcjQukGxjtw=mo,Tiktok memang bagus terbaik tapi saya yg bikin susah top up coin,5,15,34.1.5,2024-04-04 10:33:31,,,34.1.5
076ae30d-bd75-4d42-bbd1-a44eea7bb5f6,Cienta Endang,https://play-lh.googleusercontent.com/a/ACg8ocJAiNdTj-XywGxtuN0GOXiRFN5qmVWsRcIUaTTugdKLb7aANA=mo,Kenapa COD di tiktok ku gak bisa Biasanya ok² aja jadi malas belanja Kalo COD hilangin,5,9,34.3.3,2024-04-12 17:52:47,,,34.3.3
40b327e4-8905-44e8-9c59-e69e6a8ba484,Muhammad Rafi,https://play-lh.googleusercontent.com/a/ACg8ocKXS8ezr8tUriG6Qfd5enSysxxh1EdbJ4Td86VYmoYnoPAQOw=mo,Waw tiktok bagus banget dan bisa menghasilkan uang gass,5,21,33.8.5,2024-03-18 12:55:41,,,33.8.5
848bf004-a1b5-411f-aa9a-2662cee9253c,Mutiara Shandy,https://play-lh.googleusercontent.com/a-/ALV-UjVX32MTXoe4GbXJLV5GzjJja8GwrjE5IZdOrSKKHOmivyliN4M,"Woy lu ada masalah ape si tik sampe semua vt aku di bisukan , Kalau ada masalah tuh ngomong tik bukan ngambek ga jelas, Akun ku yang satu lu banded pun aku tak bisa kirim pesan dengan alasan pesan berisi penipuan 😒 hais please lah tik aku tak paham masalah antara kita tuh apa ? Durasi kepanjangan hak cipta udah di timpa lagu yang ada di lu sama aja d bisukan Dah lah tik jangan lah begini Aku tuh pengen menikmati tiktok dengan damai 😒",2,5,33.9.4,2024-04-03 21:20:24,,,33.9.4
f0e3ef9f-85de-48b8-bd8a-66ae1e53ff80,Rare Rare,https://play-lh.googleusercontent.com/a/ACg8ocId4rF3aGz2Xm3RuIrquijEK0A_05hDNfPc86nA610FedKiag=mo,Tiktok dah oke juga fitur nya kren tolong di prbanyak lagi jga durasi FT nya tmbahin biar puas,4,16,33.7.4,2024-03-09 00:25:16,,,33.7.4
6dd8a5bf-7466-4049-bf09-28eeb54be70d,Putri Hanan,https://play-lh.googleusercontent.com/a/ACg8ocKBMDB9RHrycDqytf-bZmK4yK-QIm2wl3Eoc9SvVEpU0zmAtA=mo,"Suka,TPI kenapa ya sekarang ko kadang suka ngebelng sendiri",3,13,33.9.4,2024-03-19 05:12:41,,,33.9.4
86bede92-db58-4891-82b1-3d9250bfd625,Suprayadi 73,https://play-lh.googleusercontent.com/a-/ALV-UjWbkv0xQPvDqKPEOX7wIa4z9ARTfS9HUWaifd-EK-3jbzn9XV2MVw,"Tiktok oke, mau nonton dan belanja semua serba oke",5,15,33.7.4,2024-03-15 07:47:26,,,33.7.4
e87a867c-da32-40f4-a101-f7c4b1fda15f,Russyahrul,https://play-lh.googleusercontent.com/a-/ALV-UjXARis5NUmxynzGoQgMmaHVZrPjwA1AdXq72XswfWyJcSnEtond,Aplikasinya selalu bilang jaringan tidak stabil padahal wifi dan jaringan bagus,1,65,32.5.3,2023-12-12 18:29:10,,,32.5.3
d19508f6-6459-4f50-b608-e6881b2f330f,lilis laelaratnasari,https://play-lh.googleusercontent.com/a/ACg8ocJkRJBfqaCi3qok2jjur_ovkakvQXjsO84a5eM4DgSJBs1lWg=mo,Sangat menghibur ...dan bisa berexfresi ya walaupun kadang fitur fiturnya suka tidak bisa di pakai ....,3,77,32.5.3,2023-12-18 01:44:54,,,32.5.3
e2101d5d-f5ff-47cb-9fa5-fa5b6a5a2b4e,Achmad Rifay,https://play-lh.googleusercontent.com/a/ACg8ocJPHQkuuw617VG_nlKDt_W7jimUdeBAQRpINym3HQaux6zXsw=mo,"Cukup bagus appNja , Juga aneka Videonja sangatlah menarik dan bagus untuk ditonton. Baik Terima kasih Ulasan dari Saya. 👍",5,242,33.3.4,2024-02-10 11:38:13,,,33.3.4
09aac9fe-aeb2-4f07-92cc-83ef0e9b39ad,Nona Lamarobak,https://play-lh.googleusercontent.com/a/ACg8ocLc0sAuAw0uNM-eNWSBvv-2TLnGr4skFOtNsqEwtGvxWCa7wg=mo,Sampai saat ini bagus cuma kadang lemot untuk pemutaran videonya,4,59,32.8.3,2024-01-06 19:59:29,,,32.8.3
5cded4f4-b77d-41f8-ba74-4d4050be0e3c,Bismillah ningsih,https://play-lh.googleusercontent.com/a/ACg8ocIfQrldyvE_MReFbufPj4BG6KWP-KH7zoap_kxbNOgYypuljA=mo,"Sering nglag padahal sinyal bgus, video macet2 kek gk da kuota.. Pdhal kuota baru isi tolong diperbaiki 🙏",1,47,32.5.3,2023-12-13 04:37:13,,,32.5.3
4040261f-3299-4fbf-ac78-0048c6528a54,Saeful rahman Sutrisno,https://play-lh.googleusercontent.com/a-/ALV-UjU6ycnVYzymOBmRr_1J9LvlaJQME5G1GeC6Ts-WicH-ylDcd44M,"09-12-2023 tiktok eror,saya kira sinyal bermasalah,ternyata tiktoknya eror terus setiap live dan mau masuk live orang lain",1,47,32.5.3,2023-12-09 16:26:12,,,32.5.3
8a860441-7fbf-4078-8c72-8fcd5595ad3c,Lusi Bugis,https://play-lh.googleusercontent.com/a/ACg8ocKjFtDpQIZygnWt8K0SRiP2gnEFDtikaQB72UrVK78rBlS-7w=mo,"Kenapa jadi banyak iklan nya,, bat membalas chat aja sdh iklan lagi iklan lagl,,, aree",2,49,32.3.4,2023-12-10 19:55:05,,,32.3.4
12492d00-c543-427d-b39d-e38011210962,Kiswati I,https://play-lh.googleusercontent.com/a/ACg8ocJn0tVQSE_uh2-AT5aUxnwiaLJbU41VYPvTtZQkJ5PYhHbcrg=mo,Bagus tapi q belum bisa pake tik tok shop wkwk padahal pengen banget jualan kayak yang lain,5,58,32.8.3,2024-01-07 21:57:20,,,32.8.3
252496eb-5d6e-438c-8bd5-63b07f67b31e,JIHAN MOHAMMAD JIHAN,https://play-lh.googleusercontent.com/a/ACg8ocKFGzpLl8_lD-WgI4ssUW_U1msRZpjTg_ZMXRExzGugHWsu6A=mo,Saya sgt suka TikTok . Kreeennn buat hiburan . Tapi terlalu banyak pelanggan nya,5,67,32.7.2,2023-12-21 10:58:46,,,32.7.2
ce92fdd1-cebb-4f4d-a754-22304780fcf6,Amjad Saifurrohman,https://play-lh.googleusercontent.com/a/ACg8ocIvSub14ElJz_JOLWMVAszK55l5xfkKLK-wAX_UQk9HT4QAJA=mo,Gak jelas gak bisa login disuruh untuk tambahkan tanggal lahir terus gak bisa gak jelas banget,1,38,32.5.3,2023-12-18 10:52:49,,,32.5.3
051c62fa-4644-40c5-a65f-e228d785cf48,Aqila and Elea chanel,https://play-lh.googleusercontent.com/a-/ALV-UjWQQuwHFL1EvkQI_X0shXB-XrjuGnV7sAwB19Zpjs-CyyCsF7FX,"Skrg upload video gak bisa pilih lagu sendiri y, saat cari lagu gak pernah bisa,, cm ada musik yng di rekomendasiin aplikasi aj",1,7,,2024-03-16 05:29:39,,,
eebf0f19-151f-4787-8885-72780b5a4db3,JJA Arcof,https://play-lh.googleusercontent.com/a-/ALV-UjXkW4J3PRc53qaRTy8UG50sT4eXxf-Q4R7YN4tO3d2cNtVj9WUX,"Aplikasinya bagus, tapi kenapa kalau aplikasinya sudah diupdate tapi ada beberapa fitur yang tidak bisa digunakan, malah di notif begini "" fitur ini tidak bisa digunakan harap diupdate"" padahal aplikasinya sudah diupdate, jadi kesal...maka dari itu sementara Ratingnya tak kasih 3 dulu...",3,326,28.9.4,2023-06-10 21:33:18,,,28.9.4
5964786b-a0a8-4c4c-9ec2-4fca7f5431d3,Delano Raedoe aureliano,https://play-lh.googleusercontent.com/a/ACg8ocIUKatEo1fgjyCAL6QWuT8AfQXsYN8l9lco1iVoFDXw7AseeQ=mo,Tik tok saya tidak bisa untuk orang berkomentar padahal saya sudah membuka akses untuk orang berkomentar tapi kenapa pengikut saya juga tidak bisa untuk berkomentar padahal saya sudah bembuka komentar di tik tok saya untuk semua orang pada saat mau posting video saya kan ada opsi lain saya pencet di situ untuk mengizinkan untuk semua orang berkomentar tapi saat orang-orang menonton vt tik tok saya mereka tidak bisa untuk berkomentar itu kenapa yah saya pikir untuk tik tok lebih memperhatikan,1,6,34.1.5,2024-04-13 14:00:07,,,34.1.5
32c31493-572d-4694-afb7-6b21ed8f489f,Iwan Putra081,https://play-lh.googleusercontent.com/a-/ALV-UjVF6Tk98o-Zy4853QDMnSV8Rm8aV2hVwyQ8buIqfVhkLgnju4bD,aplikasi tik tok emang bagus bisa menambah wawasan saya dan banyak teman.,5,51,32.8.3,2024-01-21 15:57:21,,,32.8.3
ccc8d0f1-0659-4e5c-bf00-e7456993df65,Mira Mira,https://play-lh.googleusercontent.com/a/ACg8ocKXNQzPJ4Erv0hs1OJ6M6m8uiYJB3znopAzX4ol1nQpEkfP5Q=mo,"memang thebes deh pokonya tiktok, smoga makin rame dan makin bermanfaat buat semua pengguna tiktok",5,46,32.6.4,2023-12-21 00:26:08,,,32.6.4
1988d42f-4335-473e-9381-6f10ca80203d,Chaya Tanjung,https://play-lh.googleusercontent.com/a/ACg8ocK2cdjz2sR6f0rgWkQ4OJZ5aNF4CDP5evs2-yjm2jFnsKan5w=mo,Saya tidak bisa dapat sandi lupa emel dan nomer telpon tolong pihak tik tok,5,8,33.4.3,2024-02-26 20:05:34,,,33.4.3
d1625faa-81be-48fd-8d1e-f775adf0c91f,Haura Fadhilah,https://play-lh.googleusercontent.com/a/ACg8ocK_NbRyVvn-ghc1RuiHilCQ_UIbMjghSqLHDx40lrxiioE7Kg=mo,"Saya kasih bintang 4. Tp ko kadang kadang scene video yang sudah saya rekam. Ilang lagi sedikit. Saran saya sih, Tiktok lebih diperbaiki lagi sound nya dan perekamannya. Saya sudah capek ketika membuat sebuah transisi, tp sound nya suka ilang sendiri. Tolong diperbaiki yaa🙏🙏",4,59,,2020-08-11 18:43:28,,,
ba34bd05-14d4-435d-8a9a-f19255dc6608,Graciia,https://play-lh.googleusercontent.com/a/ACg8ocKcGb3Vta4NzRKf6eS6vcS1aWptux8RNrQD-g2E9sXcB-mrWg=mo,Aplikasi yang bagus saya dapat menhibur diri saya suka menonton dan aplikasi ini lah yang menurut saya nomor dua dari youtube,5,46,33.1.4,2024-02-07 18:40:48,,,33.1.4
e84790f2-cf10-4a5f-841d-5f95eb18ef9b,kang ujang (Kang ujang),https://play-lh.googleusercontent.com/a-/ALV-UjXaoIw9zpUjc7BDu6fWGT6j-x-U1dEZRGhITIBdA5_PxFQBDis_qw,"Aplikasi nya bagus, tp akhir2 ini kalau masuk live sinyal langsung hilang pdhl memakai wifi sementara aplikasi yg lain bisa berjalan, tolong di perbaiki.",2,13,,2023-12-04 02:20:12,,,
ab690123-023d-471c-9617-cefbb96b176f,Hardi Wisono,https://play-lh.googleusercontent.com/a-/ALV-UjW1MZQukIAo7ngz-K4WOjT3L5kN9GRjHW9YJ64G30G7e-e6v1EI,Apk bagus..tapi kalo buka live ampun deh lag nya itu.. Jadi ga nyaman buat nonton.. Padahal kuota sama wifi bagus sinyalnya.. Terus kalo buka apk lain bagus juga sinyalnya.. Yg bermasalah cuma pas nonton live aja,3,695,31.5.4,2023-11-30 14:29:11,,,31.5.4
f7f644fe-8a4f-4273-b3cd-0b1213c4788f,intan nur anisa,https://play-lh.googleusercontent.com/a-/ALV-UjW07lQC0lxFl5udrVPqvLPqrC1jWAqZD8CyqZmifh0wm3rsrPLW,"ini kenapa ya tiktok selalu ga ada jaringan pdhl jaringan saya bagus, terus juga kalo diliat di play store tiktok selalu blm ke install pdhl udah di install di beranda...mohon bantuan nya pihak tiktok",4,11,,2023-12-19 02:12:48,,,
3a9a4580-a960-485b-8761-3cbaa2e377f8,Ahmad Qusyaeri,https://play-lh.googleusercontent.com/a-/ALV-UjWmCdx9WQqgnK4FF5Jrn9OVpeDFPQTgBmmoRmvd7vC99VAkDEE6,Tidak bisa login jeng t dikirim deih kode na,1,8,34.0.3,2024-04-04 09:26:53,,,34.0.3
bdd42ac1-8315-48bf-ba50-cab560427942,Mamah devin Devin,https://play-lh.googleusercontent.com/a-/ALV-UjVc337Qkvv3QBnHkKrRr51BnTAbO8mgUgGxet3bRQOgbx4ajiE,Tidak bisa mereset sandi tiktok dan susah masuk ke akun tiktok lama dan selalu gagal,5,44,32.2.4,2023-11-28 10:00:58,,,32.2.4
